Sample_ID,Location,Region,Capture_date,collect_method,Escap_yr,Outmig_yr,collection_julian_day,capture_fork_length_juvs_mm,mean_exog,time_bin_use,NATLOC_new,WYlabel,life_stage,Phenotype,WYT,Natal_Exit_um,FWDist_um,Natal_exit_FL_mm,FW_exit_FL_mm
DM16331,Rio Vista,Within Delta,06/04/2016,sein,NA,2016,97,38,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,200.27,NA,35.34501993,NA
DM16332,Rio Vista,Within Delta,06/04/2016,sein,NA,2016,97,36,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,214.246,NA,35.64213571,NA
DM16333,Terminous,Within Delta,17/03/2016,sein,NA,2016,77,38,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,206.462,NA,35.47665566,NA
DM16334,Sandy Beach,Within Delta,10/03/2016,sein,NA,2016,70,35,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,160.397,NA,34.49735982,NA
DM16335,Eddo’s,Within Delta,31/03/2016,sein,NA,2016,91,41,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,217.3187,NA,35.70745824,NA
DM16338,Koket,Within Delta,15/03/2016,sein,NA,2016,75,43,1.333333333,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,231.0174,NA,35.99867891,NA
DM16339,Sandy Beach,Within Delta,25/03/2016,sein,NA,2016,85,43,2,"(-30,90]",AME,2016 (4.2),Juvenile,Late,Intermediate,345.262,NA,51.31620292,NA
DM16341,Eddo’s,Within Delta,31/03/2016,sein,NA,2016,91,40,1.666666667,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,249.785,NA,36.39765932,NA
DM16342,B&W Marina,Within Delta,17/03/2016,sein,NA,2016,77,51,1.333333333,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,256.3408,NA,36.58551693,NA
DM16343,Koket,Within Delta,15/03/2016,sein,NA,2016,75,43,2,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,244.3074,NA,36.28121102,NA
DM16344,Eddo’s,Within Delta,31/03/2016,sein,NA,2016,91,45,1.333333333,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,223.385,NA,35.83642172,NA
DM16345,B&W Marina,Within Delta,17/03/2016,sein,NA,2016,77,37,1.333333333,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,194.833,NA,35.22943475,NA
DM16346,Terminous,Within Delta,17/03/2016,sein,NA,2016,77,38,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,208.469,NA,35.51932247,NA
DM16347,Eddo’s,Within Delta,31/03/2016,sein,NA,2016,91,37,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,195.631,NA,35.24639943,NA
DM16352,Eddo’s,Within Delta,25/03/2016,sein,NA,2016,85,41,2,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,230.8784,NA,35.99572391,NA
DM16353,Eddo’s,Within Delta,31/03/2016,sein,NA,2016,91,41,1.333333333,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,235.433,NA,36.09255015,NA
DM16354,Eddo’s,Within Delta,31/03/2016,sein,NA,2016,91,44,1.833333333,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,229.6625,NA,35.96987509,NA
DM16355,Eddo’s,Within Delta,31/03/2016,sein,NA,2016,91,43,1.666666667,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,219.323,NA,35.75006766,NA
DM16356,Wimpy’s,Within Delta,03/03/2016,sein,NA,2016,63,43,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,210.4627,NA,35.56170654,NA
DM16359,Eddo’s,Within Delta,25/03/2016,sein,NA,2016,85,41,2,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,215.9509,NA,35.67838018,NA
DM16360,Koket,Within Delta,15/03/2016,sein,NA,2016,75,36,1.333333333,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,217.488,NA,35.71105739,NA
DM16361,Eddo’s,Within Delta,31/03/2016,sein,NA,2016,91,39,1.333333333,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,200.3696,NA,35.34713733,NA
DM16362,Sandy Beach,Within Delta,10/03/2016,sein,NA,2016,70,39,1,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,211.641,NA,35.58675602,NA
DM16363,Koket,Within Delta,15/03/2016,sein,NA,2016,75,38,2,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,242.3184,NA,36.23892687,NA
DM16364,Medford Island,Within Delta,17/03/2016,sein,NA,2016,77,49,1,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,232.523,NA,36.03068646,NA
DM16365,Eddo’s,Within Delta,25/03/2016,sein,NA,2016,85,43,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,159.038,NA,34.46846884,NA
DM16367,Eddo’s,Within Delta,31/03/2016,sein,NA,2016,91,37,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,222.524,NA,35.81811772,NA
DM16368,Eddo’s,Within Delta,25/03/2016,sein,NA,2016,85,36,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,223.046,NA,35.82921491,NA
DM16369,Terminous,Within Delta,17/03/2016,sein,NA,2016,77,38,2,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,212.051,NA,35.59547221,NA
DM16370,B&W Marina,Within Delta,17/03/2016,sein,NA,2016,77,36,1.166666667,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,217.631,NA,35.71409743,NA
DM16372,Steamboat Slough,Within Delta,03/03/2016,sein,NA,2016,63,36,1.666666667,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,217.969,NA,35.72128297,NA
DM16373,Sandy Beach,Within Delta,10/03/2016,sein,NA,2016,70,31,1.666666667,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,204.769,NA,35.44066417,NA
DM16374,Steamboat Slough,Within Delta,03/03/2016,sein,NA,2016,63,34,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,189.849,NA,35.12347989,NA
DM16380,B&W Marina,Within Delta,21/01/2016,sein,NA,2016,21,34,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,188.862,NA,35.10249726,NA
DM16381,Rio Vista,Within Delta,06/04/2016,sein,NA,2016,97,38,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,161.785,NA,34.52686732,NA
DM16383,Sandy Beach,Within Delta,06/04/2016,sein,NA,2016,97,45,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,222.065,NA,35.80835984,NA
DM16384,Sandy Beach,Within Delta,06/04/2016,sein,NA,2016,97,47,1.666666667,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,221.1527,NA,35.78896525,NA
DM16385,Sandy Beach,Within Delta,06/04/2016,sein,NA,2016,97,46,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,260.595,NA,37.2902677,NA
DM16386,Sandy Beach,Within Delta,06/04/2016,sein,NA,2016,97,40,1.666666667,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,246.5625,NA,36.32915219,NA
DM16389,Koket,Within Delta,19/04/2016,sein,NA,2016,110,47,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,235.9327,NA,36.10317327,NA
DM16390,Clarksburg,Within Delta,03/03/2016,sein,NA,2016,63,35,1.333333333,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,237.878,NA,36.1445284,NA
DM16409,Chipps Island,Delta Exit,06/05/2016,mwtr,NA,2016,127,84,2,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,364.1281,NA,54.44156105,84
DM16423,Chipps Island,Delta Exit,20/04/2016,mwtr,NA,2016,111,79,1,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,209.9634,NA,35.55109192,79
DM16435,Chipps Island,Delta Exit,27/05/2016,mwtr,NA,2016,148,85,1,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,496.862,NA,76.43025892,85
DM16472,Chipps Island,Delta Exit,11/05/2016,mwtr,NA,2016,132,87,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,200.0872,NA,35.34113378,87
DM16489,Chipps Island,Delta Exit,11/05/2016,mwtr,NA,2016,132,73,1.833333333,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,171.7823,NA,34.73939992,73
DM16515,Chipps Island,Delta Exit,01/06/2016,mwtr,NA,2016,153,94,2,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,508.7232,NA,78.39518531,94
DM16541,Chipps Island,Delta Exit,29/04/2016,mwtr,NA,2016,120,73,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,247.9528,NA,36.35870858,73
DM16546,Chipps Island,Delta Exit,16/05/2016,mwtr,NA,2016,137,80,2,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,395.103,NA,59.57286298,80
DM16578,Chipps Island,Delta Exit,13/06/2016,mwtr,NA,2016,165,86,2,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,500.223,NA,76.98704218,86
DM16579,Chipps Island,Delta Exit,13/06/2016,mwtr,NA,2016,165,81,1.666666667,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,455.819,NA,69.63107554,81
DM16591,Chipps Island,Delta Exit,22/04/2016,mwtr,NA,2016,113,71,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,282.844,NA,40.97603704,71
DM16605,Chipps Island,Delta Exit,18/05/2016,mwtr,NA,2016,139,89,2,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,420.708,NA,63.81458728,89
DM16606,Chipps Island,Delta Exit,18/05/2016,mwtr,NA,2016,139,90,1.5,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,176.3431,NA,34.83635796,90
DM16614,Chipps Island,Delta Exit,20/05/2016,mwtr,NA,2016,141,86,2,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,374.261,NA,56.12017726,86
DM16627,Chipps Island,Delta Exit,02/05/2016,mwtr,NA,2016,123,67,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,251.8966,NA,36.44254982,67
DM16636,Chipps Island,Delta Exit,04/05/2016,mwtr,NA,2016,125,83,2,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,399.3394,NA,60.274665,83
DM16644,Chipps Island,Delta Exit,04/05/2016,mwtr,NA,2016,125,72,1.5,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,235.2776,NA,36.0892465,72
DM16645,Chipps Island,Delta Exit,04/05/2016,mwtr,NA,2016,125,85,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,206.1731,NA,35.47051393,85
DM16646,Chipps Island,Delta Exit,04/05/2016,mwtr,NA,2016,125,74,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,230.9585,NA,35.99742675,74
DM16651,Chipps Island,Delta Exit,25/05/2016,mwtr,NA,2016,146,86,2,"(90,210]",AME,2016 (4.2),Juvenile,Early,Intermediate,257.639,NA,36.80057674,86
DM16680,Chipps Island,Delta Exit,15/06/2016,mwtr,NA,2016,167,70,1.666666667,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,441.32,NA,67.2291712,70
DM16709,Sherwood Harbor,Delta entry,04/04/2016,kdtr,NA,2016,95,59,2,"(90,210]",AME,2016 (4.2),Juvenile,Late,Intermediate,350.646,NA,52.20811636,NA
DM17007,Sherwood Harbor,Delta entry,16/02/2017,kdtr,NA,2017,47,51,1,"(-30,90]",AME,2017 (15.3),Juvenile,Late,Wet,331.016,NA,48.95621056,NA
DM17039,Sherwood Harbor,Delta entry,27/02/2017,kdtr,NA,2017,58,54,2,"(-30,90]",AME,2017 (15.3),Juvenile,Late,Wet,341.254,NA,50.65223764,NA
DM17071,Koket,Within Delta,04/04/2017,sein,NA,2017,94,52,2,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,273.7676,NA,39.47244062,NA
DM17072,Koket,Within Delta,04/04/2017,sein,NA,2017,94,45,2,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,252.1861,NA,36.4487043,NA
DM17075,Keller Beach,Bay,14/03/2017,sein,NA,2017,73,47,1.666666667,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,195.6997,NA,35.24785992,NA
DM17077,Treasure Island,Bay,14/03/2017,sein,NA,2017,73,42,1.333333333,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,230.492,NA,35.98750943,NA
DM17079,Rio Vista,Within Delta,05/04/2017,sein,NA,2017,95,40,1.666666667,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,245.046,NA,36.29691291,NA
DM17089,B&W Marina,Within Delta,03/03/2017,sein,NA,2017,62,37,1.666666667,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,192.115,NA,35.17165279,NA
DM17098,Paradise Beach,Bay,23/03/2017,sein,NA,2017,82,55,1,"(-30,90]",AME,2017 (15.3),Juvenile,Late,Wet,336.769,NA,49.90925254,NA
DM17105,Rio Vista,Within Delta,29/03/2017,sein,NA,2017,88,45,2,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,264.1024,NA,37.87130358,NA
DM17111,Rio Vista,Within Delta,29/03/2017,sein,NA,2017,88,62,1.833333333,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,220.5527,NA,35.77620985,NA
DM17133,Sandy Beach,Within Delta,14/03/2017,sein,NA,2017,73,37,1.5,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,224.4,NA,35.8579996,NA
DM17138,Sandy Beach,Within Delta,14/03/2017,sein,NA,2017,73,40,1.666666667,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,218.7555,NA,35.73800317,NA
DM17145,Rio Vista,Within Delta,22/03/2017,sein,NA,2017,81,41,1.666666667,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,256.1712,NA,36.55742099,NA
DM17146,B&W Marina,Within Delta,22/03/2017,sein,NA,2017,81,38,1.5,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,222.971,NA,35.82762049,NA
DM17147,Rio Vista,Within Delta,22/03/2017,sein,NA,2017,81,35,1.333333333,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,218.847,NA,35.73994837,NA
DM17148,Rio Vista,Within Delta,22/03/2017,sein,NA,2017,81,40,1,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,231.081,NA,36.00003098,NA
DM17152,Wimpy’s,Within Delta,24/03/2017,sein,NA,2017,83,57,1.666666667,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,224.4497,NA,35.85905617,NA
DM17164,McNear’s Beach,Bay,24/02/2017,sein,NA,2017,55,35,1.833333333,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,224.522,NA,35.8605932,NA
DM17165,McNear’s Beach,Bay,24/02/2017,sein,NA,2017,55,34,2,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,183.785,NA,34.99456532,NA
DM17198,Isleton,Within Delta,16/02/2017,sein,NA,2017,47,47,1,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,216.1714,NA,35.68306779,NA
DM17200,Eddo’s,Within Delta,14/02/2017,sein,NA,2017,45,37,1.5,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,185.9949,NA,35.04154558,NA
DM17201,Berkeley Frontage,Bay,14/02/2017,sein,NA,2017,45,35,1.333333333,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,208.154,NA,35.51262589,NA
DM17216,Isleton,Within Delta,16/02/2017,sein,NA,2017,47,36,1.5,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,191.723,NA,35.16331926,NA
DM17272,B&W Marina,Within Delta,11/04/2017,sein,NA,2017,101,37,1.666666667,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,229.477,NA,35.96593154,NA
DM17280,B&W Marina,Within Delta,11/04/2017,sein,NA,2017,101,36,1.5,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,198,NA,35.296762,NA
DM17281,Antioch Dunes,Within Delta,11/04/2017,sein,NA,2017,101,52,1.666666667,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,221.5801,NA,35.79805135,NA
DM17288,Koket,Within Delta,19/04/2017,sein,NA,2017,109,58,2,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,221.3712,NA,35.79361034,NA
DM17291,Rio Vista,Within Delta,20/04/2017,sein,NA,2017,110,64,2,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,246.0846,NA,36.31899251,NA
DM17295,Sandy Beach,Within Delta,20/04/2017,sein,NA,2017,110,50,2,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,269.8884,NA,38.82981234,NA
DM17298,Clarksburg,Within Delta,19/04/2017,sein,NA,2017,109,71,1,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,237.1072,NA,36.12814196,NA
DM17299,Clarksburg,Within Delta,19/04/2017,sein,NA,2017,109,55,2,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,249.5011,NA,36.39162388,NA
DM17307,Isleton,Within Delta,07/03/2017,sein,NA,2017,66,38,1,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,204.39,NA,35.43260701,NA
DM17308,Isleton,Within Delta,07/03/2017,sein,NA,2017,66,33,1.333333333,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,241.662,NA,36.22497246,NA
DM17309,Isleton,Within Delta,01/03/2017,sein,NA,2017,60,36,1.333333333,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,246.062,NA,36.31851206,NA
DM17312,Rio Vista,Within Delta,03/05/2017,sein,NA,2017,123,75,2,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,215.714,NA,35.67334393,NA
DM17313,Rio Vista,Within Delta,03/05/2017,sein,NA,2017,123,60,2,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,233.1022,NA,36.04299967,NA
DM17317,Rio Vista,Within Delta,27/04/2017,sein,NA,2017,117,61,1.833333333,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,228.0957,NA,35.93656649,NA
DM17539,Chipps Island,Delta Exit,19/05/2017,mwtr,NA,2017,139,69,1.666666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,339.372,NA,50.34046552,69
DM17541,Chipps Island,Delta Exit,19/06/2017,mwtr,NA,2017,170,86,2,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,432.554,NA,65.77699564,86
DM17542,Chipps Island,Delta Exit,19/06/2017,mwtr,NA,2017,170,90,2,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,401.1418,NA,60.57325059,90
DM17543,Chipps Island,Delta Exit,19/06/2017,mwtr,NA,2017,170,87,2,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,421.8231,NA,63.99931475,87
DM17549,Chipps Island,Delta Exit,05/06/2017,mwtr,NA,2017,156,80,2,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,487.385,NA,74.8602991,80
DM17550,Chipps Island,Delta Exit,05/06/2017,mwtr,NA,2017,156,86,1.666666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,495.508,NA,76.20595528,86
DM17553,Chipps Island,Delta Exit,07/06/2017,mwtr,NA,2017,158,79,2,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,460.308,NA,70.37472328,79
DM17554,Chipps Island,Delta Exit,07/06/2017,mwtr,NA,2017,158,85,2,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,483.662,NA,74.24354692,85
DM17563,Chipps Island,Delta Exit,26/05/2017,mwtr,NA,2017,146,87,2,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,251.5314,NA,36.43478603,87
DM17564,Chipps Island,Delta Exit,02/06/2017,mwtr,NA,2017,153,86,1.5,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,527.97,NA,81.5836102,86
DM17568,Chipps Island,Delta Exit,15/05/2017,mwtr,NA,2017,135,95,1,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,439.96,NA,67.0038736,95
DM17571,Chipps Island,Delta Exit,15/05/2017,mwtr,NA,2017,135,82,2,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,433.617,NA,65.95309222,82
DM17575,Chipps Island,Delta Exit,12/05/2017,mwtr,NA,2017,132,82,1.166666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,413.681,NA,62.65049446,82
DM17606,Chipps Island,Delta Exit,28/04/2017,mwtr,NA,2017,118,82,1,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,456.725,NA,69.7811635,82
DM17689,Sherwood Harbor,Delta entry,24/04/2017,kdtr,NA,2017,114,81,1.166666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,440.5165,NA,67.09606339,NA
DM17692,Sherwood Harbor,Delta entry,05/01/2017,kdtr,NA,2017,5,37,1.666666667,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,201.218,NA,35.36517346,NA
DM17693,Sherwood Harbor,Delta entry,19/12/2016,kdtr,NA,2017,-11,36,1.333333333,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,192.246,NA,35.17443771,NA
DM17707,Garcia Bend,Within Delta,30/03/2017,sein,NA,2017,89,41,1,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,216.954,NA,35.69970509,NA
DM17714,Garcia Bend,Within Delta,30/03/2017,sein,NA,2017,89,40,1.166666667,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,231.7741,NA,36.01476559,NA
DM17725,Sherwood Harbor,Delta entry,03/03/2017,kdtr,NA,2017,62,38,1,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,217.969,NA,35.72128297,NA
DM17739,Sherwood Harbor,Delta entry,23/01/2017,kdtr,NA,2017,23,42,1.333333333,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,257.3431,NA,36.75155795,NA
DM17783,Sherwood Harbor,Delta entry,01/03/2017,kdtr,NA,2017,60,46,1.833333333,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,236.585,NA,36.11704052,NA
DM17796,Sherwood Harbor,Delta entry,25/02/2017,kdtr,NA,2017,56,38,1,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,189.2,NA,35.1096828,NA
DM17815,Sherwood Harbor,Delta entry,04/02/2017,kdtr,NA,2017,35,39,2,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,197.0677,NA,35.27694223,NA
DM17825,B&W Marina,Within Delta,18/01/2017,sein,NA,2017,18,39,1,"(-30,90]",AME,2017 (15.3),Juvenile,Early,Wet,199.7335,NA,35.33361448,NA
DM17860,Keller Beach,Bay,10/04/2017,sein,NA,2017,100,74,1.5,"(90,210]",AME,2017 (15.3),Juvenile,Early,Wet,230,NA,35.97705,NA
DM18006,Chipps Island,Delta Exit,18/04/2018,mwtr,NA,2018,108,78,2,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,244.9409,NA,36.29467859,78
DM18011,Chipps Island,Delta Exit,18/04/2018,mwtr,NA,2018,108,74,1.5,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,239.1769,NA,36.17214172,74
DM18063,Chipps Island,Delta Exit,27/04/2018,mwtr,NA,2018,117,85,1.666666667,"(90,210]",AME,2018 (4),Juvenile,Late,Intermediate,467.146,NA,71.50750636,85
DM18153,Chipps Island,Delta Exit,18/05/2018,mwtr,NA,2018,138,84,1.833333333,"(90,210]",AME,2018 (4),Juvenile,Late,Intermediate,516.64,NA,79.7066824,84
DM18158,Steamboat Slough,Within Delta,03/05/2018,sein,NA,2018,123,63,2,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,204.1445,NA,35.42738793,NA
DM18160,Steamboat Slough,Within Delta,03/05/2018,sein,NA,2018,123,62,1.666666667,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,258.0101,NA,36.86205317,NA
DM18161,Steamboat Slough,Within Delta,03/05/2018,sein,NA,2018,123,60,2,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,228.9313,NA,35.95433051,NA
DM18185,Chipps Island,Delta Exit,04/06/2018,mwtr,NA,2018,155,78,2,"(90,210]",AME,2018 (4),Juvenile,Late,Intermediate,449.6088,NA,68.60229381,78
DM18186,Chipps Island,Delta Exit,01/06/2018,mwtr,NA,2018,152,79,2,"(90,210]",AME,2018 (4),Juvenile,Late,Intermediate,434.4082,NA,66.08416241,79
DM18322,Chipps Island,Delta Exit,11/05/2018,mwtr,NA,2018,131,70,1.833333333,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,224.2854,NA,35.85556332,70
DM18363,Isleton,Within Delta,05/04/2018,sein,NA,2018,95,35,1,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,191.231,NA,35.15285983,NA
DM18364,Isleton,Within Delta,05/04/2018,sein,NA,2018,95,40,1.5,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,245.9382,NA,36.31588019,NA
DM18372,Isleton,Within Delta,05/04/2018,sein,NA,2018,95,39,1.166666667,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,214.1567,NA,35.64023729,NA
DM18376,Koket,Within Delta,05/04/2018,sein,NA,2018,95,54,1.333333333,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,221.3684,NA,35.79355082,NA
DM18382,Steamboat Slough,Within Delta,05/04/2018,sein,NA,2018,95,39,1.333333333,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,207.4403,NA,35.49745334,NA
DM18383,Rio Vista,Within Delta,25/04/2018,sein,NA,2018,115,47,2,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,250.2724,NA,36.40802095,NA
DM18385,Sandy Beach,Within Delta,10/04/2018,sein,NA,2018,100,76,1.666666667,"(90,210]",AME,2018 (4),Juvenile,Late,Intermediate,433.908,NA,66.00129928,NA
DM18388,Sherman Island,Within Delta,10/04/2018,sein,NA,2018,100,45,1.5,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,226.6424,NA,35.90567078,NA
DM18389,Antioch Dunes,Within Delta,10/04/2018,sein,NA,2018,100,45,1.833333333,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,223.8231,NA,35.84573528,NA
DM18390,Rio Vista,Within Delta,10/04/2018,sein,NA,2018,100,37,2,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,232.0162,NA,36.0199124,NA
DM18396,Garcia Bend,Within Delta,12/03/2018,sein,NA,2018,71,51,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,267.3203,NA,38.4043809,NA
DM18397,Koket,Within Delta,12/03/2018,sein,NA,2018,71,47,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,216.4984,NA,35.69001949,NA
DM18398,Garcia Bend,Within Delta,12/03/2018,sein,NA,2018,71,46,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,256.1685,NA,36.55697371,NA
DM18401,Steamboat Slough,Within Delta,05/04/2018,sein,NA,2018,95,58,2,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,230.1766,NA,35.98080434,NA
DM18402,Clarksburg,Within Delta,05/04/2018,sein,NA,2018,95,70,2,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,230.3164,NA,35.98377635,NA
