Sample_ID,Location,Region,Capture_date,collect_method,Escap_yr,Outmig_yr,collection_julian_day,capture_fork_length_juvs_mm,mean_exog,time_bin_use,NATLOC_new,WYlabel,life_stage,Phenotype,WYT,Natal_Exit_um,FWDist_um,Natal_exit_FL_mm,FW_exit_FL_mm
DM18467,Sherwood Harbor,Delta entry,27/04/2018,kdtr,NA,2018,117,75,1.833333333,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,180.3387,NA,34.92130042,NA
DM18476,Sherwood Harbor,Delta entry,24/03/2018,kdtr,NA,2018,83,60,1.333333333,"(-30,90]",AME,2018 (4),Juvenile,Late,Intermediate,334.457,NA,49.52624662,NA
DM18482,Sherwood Harbor,Delta entry,17/03/2018,kdtr,NA,2018,76,52,1.333333333,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,213.4939,NA,35.62614682,NA
DM18485,Sherwood Harbor,Delta entry,17/03/2018,kdtr,NA,2018,76,46,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,298.654,NA,43.59512164,NA
DM18486,Sherwood Harbor,Delta entry,27/03/2018,kdtr,NA,2018,86,60,2,"(-30,90]",AME,2018 (4),Juvenile,Late,Intermediate,341.254,NA,50.65223764,NA
DM18506,Sherwood Harbor,Delta entry,03/03/2018,kdtr,NA,2018,62,49,1.833333333,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,276.901,NA,39.99151966,NA
DM18507,Sherwood Harbor,Delta entry,25/03/2018,kdtr,NA,2018,84,36,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,200.311,NA,35.34589155,NA
DM18508,Sherwood Harbor,Delta entry,25/03/2018,kdtr,NA,2018,84,37,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,202.881,NA,35.40052718,NA
DM18517,Sherwood Harbor,Delta entry,26/01/2018,kdtr,NA,2018,26,46,1.166666667,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,260.586,NA,37.28877676,NA
DM18522,Sherwood Harbor,Delta entry,17/01/2018,kdtr,NA,2018,17,38,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,224.784,NA,35.86616306,NA
DM18523,Sherwood Harbor,Delta entry,18/01/2018,kdtr,NA,2018,18,35,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,195.78,NA,35.24956702,NA
DM18525,Sherwood Harbor,Delta entry,29/01/2018,kdtr,NA,2018,29,37,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,218.892,NA,35.74090503,NA
DM18526,Sherwood Harbor,Delta entry,24/01/2018,kdtr,NA,2018,24,36,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,220.252,NA,35.76981727,NA
DM18527,Sherwood Harbor,Delta entry,10/01/2018,kdtr,NA,2018,10,38,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,238.833,NA,36.16483075,NA
DM18529,Sherwood Harbor,Delta entry,23/01/2018,kdtr,NA,2018,23,39,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,240.646,NA,36.20337331,NA
DM18530,Sherwood Harbor,Delta entry,20/01/2018,kdtr,NA,2018,20,39,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,193.967,NA,35.21102445,NA
DM18531,Sherwood Harbor,Delta entry,19/01/2018,kdtr,NA,2018,19,37,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,277.807,NA,40.14160762,NA
DM18534,Sherwood Harbor,Delta entry,21/01/2018,kdtr,NA,2018,21,37,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,225.69,NA,35.88542371,NA
DM18536,Sherwood Harbor,Delta entry,21/01/2018,kdtr,NA,2018,21,37,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,219.45,NA,35.75276755,NA
DM18541,Sherwood Harbor,Delta entry,09/01/2018,kdtr,NA,2018,9,37,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,214.814,NA,35.65421083,NA
DM18544,Sherwood Harbor,Delta entry,07/01/2018,kdtr,NA,2018,7,37,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,221.611,NA,35.79870825,NA
DM18545,Sherwood Harbor,Delta entry,17/02/2018,kdtr,NA,2018,48,36,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,202.124,NA,35.38443412,NA
DM18546,Sherwood Harbor,Delta entry,10/02/2018,kdtr,NA,2018,41,44,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,242.912,NA,36.25154621,NA
DM18548,Sherwood Harbor,Delta entry,08/02/2018,kdtr,NA,2018,39,48,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,262.399,NA,37.58911834,NA
DM18551,Sherwood Harbor,Delta entry,11/02/2018,kdtr,NA,2018,42,38,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,220.705,NA,35.7794476,NA
DM18552,Sherwood Harbor,Delta entry,02/02/2018,kdtr,NA,2018,33,36,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,227.956,NA,35.9335966,NA
DM18553,Sherwood Harbor,Delta entry,02/02/2018,kdtr,NA,2018,33,37,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,234.754,NA,36.07811529,NA
DM18554,Sherwood Harbor,Delta entry,03/02/2018,kdtr,NA,2018,34,36,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,223.877,NA,35.84688114,NA
DM18557,Sherwood Harbor,Delta entry,04/02/2018,kdtr,NA,2018,35,37,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,234.328,NA,36.06905895,NA
DM18558,Sherwood Harbor,Delta entry,04/02/2018,kdtr,NA,2018,35,38,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,228.409,NA,35.94322693,NA
DM18562,Sherwood Harbor,Delta entry,06/02/2018,kdtr,NA,2018,37,36,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,226.597,NA,35.90470562,NA
DM18563,Sherwood Harbor,Delta entry,02/02/2018,kdtr,NA,2018,33,36,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,212.094,NA,35.59638635,NA
DM18564,Sherwood Harbor,Delta entry,12/01/2018,kdtr,NA,2018,12,38,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,212.094,NA,35.59638635,NA
DM18569,Clarksburg,Within Delta,26/03/2018,sein,NA,2018,85,39,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,233.848,NA,36.05885463,NA
DM18571,Clarksburg,Within Delta,22/03/2018,sein,NA,2018,81,62,1.666666667,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,180.0203,NA,34.91453156,NA
DM18575,Garcia Bend,Within Delta,12/03/2018,sein,NA,2018,71,39,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,216.4752,NA,35.68952628,NA
DM18577,Medford Island,Within Delta,29/03/2018,sein,NA,2018,88,44,1.666666667,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,255.601,NA,36.52130166,NA
DM18584,Koket,Within Delta,21/03/2018,sein,NA,2018,80,38,1.833333333,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,253.788,NA,36.48275909,NA
DM18585,Koket,Within Delta,12/03/2018,sein,NA,2018,71,43,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,221.8822,NA,35.80447369,NA
DM18587,Koket,Within Delta,12/03/2018,sein,NA,2018,71,41,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,237.3171,NA,36.13260423,NA
DM18594,Garcia Bend,Within Delta,09/03/2018,sein,NA,2018,68,48,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,212.5974,NA,35.60708813,NA
DM18595,Garcia Bend,Within Delta,21/02/2018,sein,NA,2018,52,43,1.666666667,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,224.6214,NA,35.86270634,NA
DM18596,Garcia Bend,Within Delta,21/02/2018,sein,NA,2018,52,50,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,272.5375,NA,39.26866225,NA
DM18599,Garcia Bend,Within Delta,21/02/2018,sein,NA,2018,52,43,1.833333333,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,251.1144,NA,36.42592103,NA
DM18603,Garcia Bend,Within Delta,10/01/2018,sein,NA,2018,10,35,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,200.176,NA,35.34302158,NA
DM18611,Garcia Bend,Within Delta,26/01/2018,sein,NA,2018,26,37,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,216.173,NA,35.68310181,NA
DM18613,Koket,Within Delta,18/01/2018,sein,NA,2018,18,36,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,208.016,NA,35.50969214,NA
DM18614,Garcia Bend,Within Delta,05/01/2018,sein,NA,2018,5,35,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,246.839,NA,36.3350303,NA
DM18628,Garcia Bend,Within Delta,15/01/2018,sein,NA,2018,15,38,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,196.233,NA,35.25919735,NA
DM18640,Garcia Bend,Within Delta,01/03/2018,sein,NA,2018,60,50,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,246.535,NA,36.32856757,NA
DM18642,Garcia Bend,Within Delta,01/03/2018,sein,NA,2018,60,43,1.333333333,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,210.2247,NA,35.5566469,NA
DM18643,Garcia Bend,Within Delta,13/02/2018,sein,NA,2018,44,44,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,252.9481,NA,36.46490366,NA
DM18647,Garcia Bend,Within Delta,01/03/2018,sein,NA,2018,60,47,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,245.6669,NA,36.31011263,NA
DM18648,Garcia Bend,Within Delta,12/01/2018,sein,NA,2018,12,36,1.5,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,214.814,NA,35.65421083,NA
DM18670,Isleton,Within Delta,10/04/2018,sein,NA,2018,100,40,2,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,254.0999,NA,36.48938977,NA
DM18671,Steamboat Slough,Within Delta,10/04/2018,sein,NA,2018,100,46,1,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,263.5377,NA,37.77775538,NA
DM18672,Steamboat Slough,Within Delta,26/03/2018,sein,NA,2018,85,53,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,270.8894,NA,38.995638,NA
DM18673,Steamboat Slough,Within Delta,26/03/2018,sein,NA,2018,85,64,2,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,226.7337,NA,35.90761173,NA
DM18674,Rio Vista,Within Delta,30/03/2018,sein,NA,2018,89,36,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,226.597,NA,35.90470562,NA
DM18676,Rio Vista,Within Delta,30/03/2018,sein,NA,2018,89,38,1,"(-30,90]",AME,2018 (4),Juvenile,Early,Intermediate,301.827,NA,44.12076082,NA
DM18678,Steamboat Slough,Within Delta,10/04/2018,sein,NA,2018,100,38,1.666666667,"(90,210]",AME,2018 (4),Juvenile,Early,Intermediate,191.8285,NA,35.16556208,NA
DM19005,Chipps Island,Delta Exit,21/06/2019,mwtr,NA,2019,172,82,1.5,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,463.317,NA,70.87319422,82
DM19008,Chipps Island,Delta Exit,20/06/2019,mwtr,NA,2019,171,87,1.5,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,593.99,NA,92.5204834,87
DM19010,Chipps Island,Delta Exit,05/06/2019,mwtr,NA,2019,156,80,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,418.0883,NA,63.38060778,80
DM19013,Chipps Island,Delta Exit,20/06/2019,mwtr,NA,2019,171,81,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,419.9747,NA,63.6931088,81
DM19018,Chipps Island,Delta Exit,07/06/2019,mwtr,NA,2019,158,71,2,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,433.599,NA,65.95011034,71
DM19023,Chipps Island,Delta Exit,07/06/2019,mwtr,NA,2019,158,85,1.5,"(90,210]",AME,2019 (8),Juvenile,Early,Wet,230.723,NA,35.99242026,85
DM19031,Chipps Island,Delta Exit,31/05/2019,mwtr,NA,2019,151,83,1.5,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,470.299,NA,72.02983234,83
DM19033,Chipps Island,Delta Exit,28/04/2019,mwtr,NA,2019,118,73,1,"(90,210]",AME,2019 (8),Juvenile,Early,Wet,251.9839,NA,36.44440573,73
DM19039,Chipps Island,Delta Exit,11/04/2019,mwtr,NA,2019,101,59,1.5,"(90,210]",AME,2019 (8),Juvenile,Early,Wet,249.373,NA,36.38890061,59
DM19051,Chipps Island,Delta Exit,31/05/2019,mwtr,NA,2019,151,87,1.5,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,507.669,NA,78.22054654,87
DM19060,Chipps Island,Delta Exit,04/05/2019,mwtr,NA,2019,124,91,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,540.327,NA,83.63067082,91
DM19080,Chipps Island,Delta Exit,14/05/2019,mwtr,NA,2019,134,84,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,519.878,NA,80.24308948,84
DM19091,Chipps Island,Delta Exit,29/05/2019,mwtr,NA,2019,149,86,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,468.526,NA,71.73611716,86
DM19118,Chipps Island,Delta Exit,09/04/2019,mwtr,NA,2019,99,70,1,"(90,210]",AME,2019 (8),Juvenile,Early,Wet,226.7899,NA,35.90880648,70
DM19119,Chipps Island,Delta Exit,29/04/2019,mwtr,NA,2019,119,73,1,"(90,210]",AME,2019 (8),Juvenile,Early,Wet,234.934,NA,36.08194191,73
DM19121,Chipps Island,Delta Exit,29/05/2019,mwtr,NA,2019,149,75,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,405.346,NA,61.26971836,75
DM19128,Chipps Island,Delta Exit,18/03/2019,mwtr,NA,2019,77,41,1,"(-30,90]",AME,2019 (8),Juvenile,Early,Wet,231.6188,NA,36.01146407,41
DM19134,Chipps Island,Delta Exit,30/04/2019,mwtr,NA,2019,120,76,1.5,"(90,210]",AME,2019 (8),Juvenile,Early,Wet,231.3385,NA,36.00550517,76
DM19141,Chipps Island,Delta Exit,23/05/2019,mwtr,NA,2019,143,86,1.5,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,456.001,NA,69.66122566,86
DM19150,Chipps Island,Delta Exit,12/05/2019,mwtr,NA,2019,132,86,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,491.811,NA,75.59351026,86
DM19153,Chipps Island,Delta Exit,14/04/2019,mwtr,NA,2019,104,64,1.5,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,403.9671,NA,61.04128979,64
DM19157,Chipps Island,Delta Exit,14/06/2019,mwtr,NA,2019,165,75,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,427.445,NA,64.9306387,75
DM19168,Chipps Island,Delta Exit,03/03/2019,mwtr,NA,2019,62,38,1,"(-30,90]",AME,2019 (8),Juvenile,Early,Wet,228.001,NA,35.93455326,38
DM19180,Chipps Island,Delta Exit,03/06/2019,mwtr,NA,2019,154,80,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,419.9006,NA,63.6808334,80
DM19184,Chipps Island,Delta Exit,14/06/2019,mwtr,NA,2019,165,92,1.5,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,436.8265,NA,66.48477799,92
DM19185,Chipps Island,Delta Exit,28/05/2019,mwtr,NA,2019,148,87,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,453.282,NA,69.21079612,87
DM19192,Chipps Island,Delta Exit,07/06/2019,mwtr,NA,2019,158,85,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,439.23,NA,66.8829418,85
DM19195,Chipps Island,Delta Exit,10/06/2019,mwtr,NA,2019,161,85,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,525.6536,NA,81.19987538,85
DM19221,Chipps Island,Delta Exit,20/05/2019,mwtr,NA,2019,140,88,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,543.698,NA,84.18911068,88
DM19242,Chipps Island,Delta Exit,01/04/2019,mwtr,NA,2019,91,67,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,350.5177,NA,52.18686218,67
DM19276,Chipps Island,Delta Exit,12/06/2019,mwtr,NA,2019,163,86,1.5,"(90,210]",AME,2019 (8),Juvenile,Early,Wet,208.7262,NA,35.52479029,86
DM19340,Chipps Island,Delta Exit,20/05/2019,mwtr,NA,2019,140,88,1.5,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,553.662,NA,85.83974692,88
DM19427,Chipps Island,Delta Exit,24/05/2019,mwtr,NA,2019,144,78,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,456.465,NA,69.7380919,78
DM19429,Chipps Island,Delta Exit,24/05/2019,mwtr,NA,2019,144,86,1.5,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,533.3884,NA,82.48122234,86
DM19479,Chipps Island,Delta Exit,19/05/2019,mwtr,NA,2019,139,90,2,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,540.491,NA,83.65783906,90
DM19481,Chipps Island,Delta Exit,24/05/2019,mwtr,NA,2019,144,83,2,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,441.3152,NA,67.22837603,83
DM19482,Chipps Island,Delta Exit,19/05/2019,mwtr,NA,2019,139,87,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,500.976,NA,77.11178416,87
DM19544,Chipps Island,Delta Exit,30/05/2019,mwtr,NA,2019,150,82,2,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,535.7504,NA,82.87251126,82
DM19546,Chipps Island,Delta Exit,30/05/2019,mwtr,NA,2019,150,95,2,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,441.9089,NA,67.32672837,95
DM19571,Chipps Island,Delta Exit,10/06/2019,mwtr,NA,2019,161,84,1,"(90,210]",AME,2019 (8),Juvenile,Late,Wet,400.5127,NA,60.46903388,84
DM19581,Chipps Island,Delta Exit,06/05/2019,mwtr,NA,2019,126,79,2,"(90,210]",AME,2019 (8),Juvenile,Early,Wet,225.9364,NA,35.89066193,79
DM19838,Chipps Island,Delta Exit,04/03/2019,mwtr,NA,2019,63,35,1,"(-30,90]",AME,2019 (8),Juvenile,Early,Wet,214.761,NA,35.6530841,35
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15014,Sherwood Harbor,Delta entry,27/02/2015,kdtr,NA,2015,58,34,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,215.054,NA,35.65931299,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15014,Sherwood Harbor,Delta entry,27/02/2015,kdtr,NA,2015,58,34,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,215.054,NA,35.65931299,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15014,Sherwood Harbor,Delta entry,27/02/2015,kdtr,NA,2015,58,34,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,215.054,NA,35.65931299,NA
DM15014,Sherwood Harbor,Delta entry,27/02/2015,kdtr,NA,2015,58,34,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,215.054,NA,35.65931299,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15014,Sherwood Harbor,Delta entry,27/02/2015,kdtr,NA,2015,58,34,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,215.054,NA,35.65931299,NA
DM15014,Sherwood Harbor,Delta entry,27/02/2015,kdtr,NA,2015,58,34,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,215.054,NA,35.65931299,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15014,Sherwood Harbor,Delta entry,27/02/2015,kdtr,NA,2015,58,34,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,215.054,NA,35.65931299,NA
DM15014,Sherwood Harbor,Delta entry,27/02/2015,kdtr,NA,2015,58,34,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,215.054,NA,35.65931299,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM15014,Sherwood Harbor,Delta entry,27/02/2015,kdtr,NA,2015,58,34,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,215.054,NA,35.65931299,NA
DM15016,Sherwood Harbor,Delta entry,18/02/2015,kdtr,NA,2015,49,36,2,"(-30,90]",AME,2015 (1.1),Juvenile,Early,Drought,211.334,NA,35.58022951,NA
DM16164,Sherwood Harbor,Delta entry,12/02/2016,kdtr,NA,2016,43,38,1,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,217.292,NA,35.70689063,NA
DM16063,Sherwood Harbor,Delta entry,16/03/2016,kdtr,NA,2016,76,39,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,193.751,NA,35.20643251,NA
DM16063,Sherwood Harbor,Delta entry,16/03/2016,kdtr,NA,2016,76,39,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,193.751,NA,35.20643251,NA
DM16077,Sherwood Harbor,Delta entry,24/02/2016,kdtr,NA,2016,55,36,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,250.462,NA,36.41205166,NA
DM16030,Sherwood Harbor,Delta entry,28/03/2016,kdtr,NA,2016,88,37,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,229.815,NA,35.97311709,NA
DM16031,Sherwood Harbor,Delta entry,18/02/2016,kdtr,NA,2016,49,38,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,194.428,NA,35.22082485,NA
DM16032,Sherwood Harbor,Delta entry,21/03/2016,kdtr,NA,2016,81,37,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,198.485,NA,35.30707262,NA
DM16055,Sherwood Harbor,Delta entry,16/03/2016,kdtr,NA,2016,76,38,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,213.025,NA,35.61617848,NA
DM16079,Sherwood Harbor,Delta entry,14/03/2016,kdtr,NA,2016,74,38,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,220.802,NA,35.78150972,NA
DM16063,Sherwood Harbor,Delta entry,16/03/2016,kdtr,NA,2016,76,39,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,193.751,NA,35.20643251,NA
DM16035,Sherwood Harbor,Delta entry,02/03/2016,kdtr,NA,2016,62,36,1.833333333,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,226.1802,NA,35.89584487,NA
DM16032,Sherwood Harbor,Delta entry,21/03/2016,kdtr,NA,2016,81,37,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,198.485,NA,35.30707262,NA
DM16032,Sherwood Harbor,Delta entry,21/03/2016,kdtr,NA,2016,81,37,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,198.485,NA,35.30707262,NA
DM16076,Sherwood Harbor,Delta entry,24/02/2016,kdtr,NA,2016,55,36,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,205.248,NA,35.45084723,NA
DM16164,Sherwood Harbor,Delta entry,12/02/2016,kdtr,NA,2016,43,38,1,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,217.292,NA,35.70689063,NA
DM16036,Sherwood Harbor,Delta entry,21/03/2016,kdtr,NA,2016,81,41,1.333333333,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,251.234,NA,36.42846361,NA
DM16030,Sherwood Harbor,Delta entry,28/03/2016,kdtr,NA,2016,88,37,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,229.815,NA,35.97311709,NA
DM16025,Sherwood Harbor,Delta entry,11/03/2016,kdtr,NA,2016,71,38,2,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,260.364,NA,37.25200024,NA
DM16035,Sherwood Harbor,Delta entry,02/03/2016,kdtr,NA,2016,62,36,1.833333333,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,226.1802,NA,35.89584487,NA
DM16069,Sherwood Harbor,Delta entry,08/02/2016,kdtr,NA,2016,39,34,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,223.169,NA,35.83182977,NA
DM16036,Sherwood Harbor,Delta entry,21/03/2016,kdtr,NA,2016,81,41,1.333333333,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,251.234,NA,36.42846361,NA
DM16076,Sherwood Harbor,Delta entry,24/02/2016,kdtr,NA,2016,55,36,1.5,"(-30,90]",AME,2016 (4.2),Juvenile,Early,Intermediate,205.248,NA,35.45084723,NA
